bus0,bus1,voltage,s_nom,r,x,b,length,type
way/129767234-400,way/1266109989-400,400,1787.476,0.611643,5.015473,8.84e-05,20388.1,Al/St 240/40 4-bundle 380.0
way/140011919-400,ES199-400,400,3574.953,0.045798,0.375544,2.65e-05,3053.2,Al/St 240/40 4-bundle 380.0
way/140011919-400,way/75606778-400,400,3574.953,1.721954,14.12002,0.00099538,114796.91,Al/St 240/40 4-bundle 380.0
way/75606778-400,ES162-400,400,3574.953,0.222361,1.823363,0.00012854,14824.09,Al/St 240/40 4-bundle 380.0
way/145316518-220,ES187-220,220,491.556,2.859155,14.343427,0.00018713,47652.58,Al/St 240/40 2-bundle 220.0
way/169867109-220,way/145316518-220,220,491.556,5.512468,27.654215,0.00036079,91874.47,Al/St 240/40 2-bundle 220.0
way/145326592-220,way/169947613-220,220,491.556,1.546707,7.759313,0.00010123,25778.45,Al/St 240/40 2-bundle 220.0
way/145330286-220,way/145823172-220,220,983.112,1.437374,7.210828,0.0003763,47912.48,Al/St 240/40 2-bundle 220.0
way/145333039-220,way/1275359449-220,220,983.112,0.150871,0.756869,3.95e-05,5029.03,Al/St 240/40 2-bundle 220.0
way/170272140-400,ES212-400,400,3574.953,0.450882,3.697234,0.00026063,30058.81,Al/St 240/40 4-bundle 380.0
way/226363063-400,ES196-400,400,3574.953,0.833075,6.831213,0.00048156,55538.32,Al/St 240/40 4-bundle 380.0
way/226363063-400,ES250-400,400,3574.953,1.257367,10.310412,0.00072683,83824.49,Al/St 240/40 4-bundle 380.0
way/129767234-220,way/145326592-220,220,983.112,2.103181,10.550959,0.00055061,70106.04,Al/St 240/40 2-bundle 220.0
ES337-220,way/145456406-220,220,983.112,0.112104,0.562388,2.94e-05,3736.8,Al/St 240/40 2-bundle 220.0
ES337-220,way/145456411-220,220,491.556,0.833407,4.180926,5.46e-05,13890.12,Al/St 240/40 2-bundle 220.0
ES327-220,ES331-220,220,983.112,0.815653,4.09186,0.00021354,27188.44,Al/St 240/40 2-bundle 220.0
ES325-220,ES327-220,220,983.112,0.243188,1.219992,6.37e-05,8106.26,Al/St 240/40 2-bundle 220.0
way/931771523-220,ES325-220,220,983.112,0.076661,0.384582,2.01e-05,2555.36,Al/St 240/40 2-bundle 220.0
ES325-220,ES320-220,220,983.112,1.389498,6.97065,0.00036377,46316.61,Al/St 240/40 2-bundle 220.0
ES327-220,way/145461765-220,220,983.112,0.974108,4.886774,0.00025502,32470.26,Al/St 240/40 2-bundle 220.0
way/168357739-400,way/145461765-400,400,3574.953,2.805765,23.007275,0.00162188,187051.02,Al/St 240/40 4-bundle 380.0
ES320-220,way/145466007-220,220,983.112,0.446873,2.241812,0.00011699,14895.76,Al/St 240/40 2-bundle 220.0
way/145466007-220,way/145466009-220,220,983.112,0.374683,1.879661,9.81e-05,12489.44,Al/St 240/40 2-bundle 220.0
ES320-220,way/170090015-220,220,983.112,0.492159,2.468999,0.00012885,16405.31,Al/St 240/40 2-bundle 220.0
way/145466007-220,way/145478409-220,220,491.556,4.224022,21.190511,0.00027646,70400.37,Al/St 240/40 2-bundle 220.0
way/145478409-220,ES328-220,220,491.556,0.374854,1.880516,2.45e-05,6247.56,Al/St 240/40 2-bundle 220.0
ES328-220,way/145461765-220,220,983.112,0.638032,3.200796,0.00016704,21267.75,Al/St 240/40 2-bundle 220.0
way/145466007-220,ES316-220,220,983.112,0.21856,1.096444,5.72e-05,7285.34,Al/St 240/40 2-bundle 220.0
ES316-220,way/931763733-220,220,983.112,0.047444,0.238011,1.24e-05,1581.47,Al/St 240/40 2-bundle 220.0
way/171560239-220,way/89616317-220,220,491.556,1.118891,5.613105,7.32e-05,18648.19,Al/St 240/40 2-bundle 220.0
way/171560239-220,way/145599515-220,220,491.556,1.003952,5.036492,6.57e-05,16732.53,Al/St 240/40 2-bundle 220.0
way/145599515-220,way/170779408-220,220,491.556,3.265649,16.382674,0.00021374,54427.49,Al/St 240/40 2-bundle 220.0
ES258-400,way/168358225-400,400,3574.953,0.635419,5.210439,0.00036731,42361.29,Al/St 240/40 4-bundle 380.0
ES244-220,ES248-220,220,491.556,1.326959,6.656913,8.69e-05,22115.99,Al/St 240/40 2-bundle 220.0
way/145618130-220,ES244-220,220,491.556,0.121628,0.610166,7.96e-06,2027.13,Al/St 240/40 2-bundle 220.0
way/145618131-220,ES244-220,220,491.556,0.18191,0.912581,1.19e-05,3031.83,Al/St 240/40 2-bundle 220.0
ES265-220,ES275-220,220,491.556,2.361323,11.845972,0.00015455,39355.39,Al/St 240/40 2-bundle 220.0
way/51188420-220,ES275-220,220,491.556,2.804594,14.069715,0.00018356,46743.24,Al/St 240/40 2-bundle 220.0
way/1246115410-220,ES275-220,220,491.556,0.27833,1.396291,1.82e-05,4638.84,Al/St 240/40 2-bundle 220.0
ES277-220,way/1246115410-220,220,983.112,0.13656,0.685076,3.58e-05,4552.0,Al/St 240/40 2-bundle 220.0
ES275-220,way/1246115410-220,220,491.556,0.275209,1.380633,1.8e-05,4586.82,Al/St 240/40 2-bundle 220.0
way/107479377-220,ES277-220,220,491.556,0.614845,3.084473,4.02e-05,10247.42,Al/St 240/40 2-bundle 220.0
ES277-220,way/107479377-220,220,491.556,0.615928,3.089903,4.03e-05,10265.46,Al/St 240/40 2-bundle 220.0
way/292277455-220,ES313-220,220,491.556,0.072112,0.36176,4.72e-06,1201.86,Al/St 240/40 2-bundle 220.0
way/222873301-220,ES313-220,220,491.556,1.059941,5.317373,6.94e-05,17665.69,Al/St 240/40 2-bundle 220.0
way/145821099-220,ES194-220,220,491.556,3.325321,16.682025,0.00021764,55422.01,Al/St 240/40 2-bundle 220.0
ES194-220,way/169867109-220,220,491.556,0.861031,4.319507,5.64e-05,14350.52,Al/St 240/40 2-bundle 220.0
way/169999915-400,way/1028926498-400,400,3574.953,0.625202,5.12666,0.0003614,41680.16,Al/St 240/40 4-bundle 380.0
ES254-220,way/127528769-220,220,491.556,1.825617,9.158512,0.00011949,30426.95,Al/St 240/40 2-bundle 220.0
way/51824074-220,ES254-220,220,983.112,0.075256,0.377535,1.97e-05,2508.54,Al/St 240/40 2-bundle 220.0
ES36-220,way/31110032-220,220,491.556,0.61844,3.102506,4.05e-05,10307.33,Al/St 240/40 2-bundle 220.0
way/31110032-220,ES17-220,220,491.556,0.340295,1.707146,2.23e-05,5671.58,Al/St 240/40 2-bundle 220.0
ES17-220,ES16-220,220,491.556,0.093029,0.466697,6.09e-06,1550.49,Al/St 240/40 2-bundle 220.0
ES168-220,ES174-220,220,491.556,0.476903,2.392462,3.12e-05,7948.38,Al/St 240/40 2-bundle 220.0
way/27668869-400,way/27949649-400,400,3574.953,0.690875,5.665173,0.00039936,46058.32,Al/St 240/40 4-bundle 380.0
way/1266109989-400,way/124121964-400,400,1787.476,3.966849,32.528159,0.00057326,132228.29,Al/St 240/40 4-bundle 380.0
way/181912569-220,ES69-220,220,983.112,0.481426,2.415155,0.00012604,16047.54,Al/St 240/40 2-bundle 220.0
ES56-220,ES58-220,220,491.556,0.410171,2.057693,2.69e-05,6836.19,Al/St 240/40 2-bundle 220.0
ES58-220,ES56-220,220,491.556,0.405415,2.03383,2.65e-05,6756.91,Al/St 240/40 2-bundle 220.0
way/222873301-220,way/1165661175-220,220,491.556,0.944212,4.736795,6.18e-05,15736.86,Al/St 240/40 2-bundle 220.0
way/1165661175-220,way/144778677-220,220,491.556,2.186638,10.969632,0.00014312,36443.96,Al/St 240/40 2-bundle 220.0
ES63-220,ES70-220,220,491.556,0.830169,4.164681,5.43e-05,13836.15,Al/St 240/40 2-bundle 220.0
ES70-220,way/220179629-220,220,491.556,0.456418,2.289698,2.99e-05,7606.97,Al/St 240/40 2-bundle 220.0
way/327135068-220,ES70-220,220,983.112,0.09866,0.494942,2.58e-05,3288.65,Al/St 240/40 2-bundle 220.0
way/104370242-220,ES21-220,220,491.556,1.119665,5.616988,7.33e-05,18661.09,Al/St 240/40 2-bundle 220.0
ES21-220,way/172454609-220,220,983.112,0.178984,0.897906,4.69e-05,5966.15,Al/St 240/40 2-bundle 220.0
way/202891403-220,ES32-220,220,491.556,0.436831,2.191434,2.86e-05,7280.51,Al/St 240/40 2-bundle 220.0
way/202891403-220,ES32-220,220,491.556,0.441395,2.214334,2.89e-05,7356.59,Al/St 240/40 2-bundle 220.0
ES33-400,way/202891403-400,400,1787.476,0.190756,1.564201,2.76e-05,6358.54,Al/St 240/40 4-bundle 380.0
way/168358225-400,way/168357739-400,400,3574.953,1.522832,12.487218,0.00088028,101522.1,Al/St 240/40 4-bundle 380.0
way/1218840771-400,way/143483666-400,400,3574.953,0.923936,7.576275,0.00053408,61595.73,Al/St 240/40 4-bundle 380.0
ES48-220,ES62-220,220,491.556,2.242495,11.249851,0.00014677,37374.92,Al/St 240/40 2-bundle 220.0
way/104370242-220,ES48-220,220,983.112,0.073576,0.369107,1.93e-05,2452.54,Al/St 240/40 2-bundle 220.0
way/104370242-400,way/187645709-400,400,1787.476,1.536981,12.603244,0.00022211,51232.7,Al/St 240/40 4-bundle 380.0
way/173191596-220,way/104370242-220,220,491.556,0.267727,1.343098,1.75e-05,4462.12,Al/St 240/40 2-bundle 220.0
way/172454609-220,way/173191596-220,220,491.556,1.334014,6.692305,8.73e-05,22233.57,Al/St 240/40 2-bundle 220.0
ES21-220,way/158904215-220,220,491.556,0.214624,1.076698,1.41e-05,3577.07,Al/St 240/40 2-bundle 220.0
ES15-220,ES44-220,220,491.556,1.039477,5.214711,6.8e-05,17324.62,Al/St 240/40 2-bundle 220.0
ES170-400,relation/16809528-400,400,3574.953,1.054964,8.650703,0.00060983,70330.92,Al/St 240/40 4-bundle 380.0
ES173-220,relation/16809528-220,220,983.112,0.188833,0.94731,4.94e-05,6294.42,Al/St 240/40 2-bundle 220.0
ES170-400,way/145302700-400,400,3574.953,0.798091,6.544343,0.00046134,53206.04,Al/St 240/40 4-bundle 380.0
ES171-220,ES173-220,220,491.556,0.086953,0.436212,5.69e-06,1449.21,Al/St 240/40 2-bundle 220.0
ES173-220,ES171-220,220,491.556,0.08701,0.436498,5.69e-06,1450.16,Al/St 240/40 2-bundle 220.0
relation/16809528-400,way/75606778-400,400,3574.953,0.34882,2.860327,0.00020164,23254.69,Al/St 240/40 4-bundle 380.0
ES175-220,way/169523046-220,220,983.112,0.620315,3.111913,0.0001624,20677.16,Al/St 240/40 2-bundle 220.0
ES181-220,ES175-220,220,983.112,0.29893,1.49963,7.83e-05,9964.32,Al/St 240/40 2-bundle 220.0
way/169680270-220,ES181-220,220,983.112,0.077272,0.387649,2.02e-05,2575.74,Al/St 240/40 2-bundle 220.0
way/169703140-220,way/169703141-220,220,983.112,0.413604,2.074913,0.00010828,13786.8,Al/St 240/40 2-bundle 220.0
way/169703140-220,way/169703139-220,220,983.112,0.520971,2.613539,0.00013639,17365.71,Al/St 240/40 2-bundle 220.0
way/1246090890-220,way/179492338-220,220,983.112,0.490828,2.462323,0.0001285,16360.95,Al/St 240/40 2-bundle 220.0
ES187-220,ES189-220,220,491.556,0.105939,0.531461,6.93e-06,1765.65,Al/St 240/40 2-bundle 220.0
ES187-220,ES169-220,220,491.556,3.830905,19.218374,0.00025073,63848.42,Al/St 240/40 2-bundle 220.0
way/169723928-220,way/169723926-220,220,983.112,0.215015,1.078661,5.63e-05,7167.18,Al/St 240/40 2-bundle 220.0
way/169723926-220,ES192-220,220,983.112,0.209454,1.050762,5.48e-05,6981.81,Al/St 240/40 2-bundle 220.0
ES192-220,ES181-220,220,983.112,0.356041,1.78614,9.32e-05,11868.04,Al/St 240/40 2-bundle 220.0
way/111402009-220,ES145-220,220,983.112,0.226721,1.137386,5.94e-05,7557.38,Al/St 240/40 2-bundle 220.0
ES145-220,way/178294745-220,220,983.112,1.034839,5.191445,0.00027092,34494.65,Al/St 240/40 2-bundle 220.0
ES152-220,way/104020696-220,220,983.112,0.217942,1.09334,5.71e-05,7264.72,Al/St 240/40 2-bundle 220.0
ES168-220,way/124121964-220,220,983.112,0.182162,0.913844,4.77e-05,6072.05,Al/St 240/40 2-bundle 220.0
way/110506713-220,ES152-220,220,1966.224,0.071973,0.361066,7.54e-05,4798.22,Al/St 240/40 2-bundle 220.0
ES133-400,ES143-400,400,3574.953,0.579503,4.751928,0.00033498,38633.56,Al/St 240/40 4-bundle 380.0
way/169867109-400,ES190-400,400,1787.476,0.33866,2.777015,4.89e-05,11288.68,Al/St 240/40 4-bundle 380.0
way/127787669-400,way/71531354-400,400,3574.953,0.600508,4.924166,0.00034713,40033.87,Al/St 240/40 4-bundle 380.0
ES186-400,way/129767234-400,400,1787.476,1.500696,12.305705,0.00021687,50023.19,Al/St 240/40 4-bundle 380.0
way/127787669-400,ES186-400,400,3574.953,0.053608,0.439582,3.1e-05,3573.84,Al/St 240/40 4-bundle 380.0
ES199-400,way/140011919-400,400,3574.953,0.045926,0.376593,2.66e-05,3061.73,Al/St 240/40 4-bundle 380.0
way/140011919-400,ES199-400,400,3574.953,0.046079,0.377851,2.66e-05,3071.96,Al/St 240/40 4-bundle 380.0
ES162-400,way/124121964-400,400,1787.476,0.125974,1.032988,1.82e-05,4199.14,Al/St 240/40 4-bundle 380.0
ES171-220,ES169-220,220,983.112,0.091914,0.461102,2.41e-05,3063.8,Al/St 240/40 2-bundle 220.0
ES135-220,way/169874396-220,220,983.112,0.256398,1.286262,6.71e-05,8546.59,Al/St 240/40 2-bundle 220.0
ES135-220,way/111584995-220,220,491.556,1.736837,8.713131,0.00011368,28947.28,Al/St 240/40 2-bundle 220.0
relation/10295969-400,ES83-400,400,3574.953,2.090828,17.14479,0.00120861,139388.54,Al/St 240/40 4-bundle 380.0
ES108-220,relation/17678185-220,220,983.112,0.816945,4.098342,0.00021388,27231.51,Al/St 240/40 2-bundle 220.0
way/169882239-220,way/169882238-220,220,491.556,5.195101,26.062091,0.00034002,86585.02,Al/St 240/40 2-bundle 220.0
ES108-220,way/169882239-220,220,983.112,0.042282,0.212116,1.11e-05,1409.41,Al/St 240/40 2-bundle 220.0
way/169947613-220,way/370803224-220,220,491.556,1.092611,5.481264,7.15e-05,18210.18,Al/St 240/40 2-bundle 220.0
way/370803224-220,relation/17678185-220,220,491.556,2.951992,14.809161,0.00019321,49199.87,Al/St 240/40 2-bundle 220.0
way/169993787-220,ES331-220,220,983.112,0.058645,0.294202,1.54e-05,1954.83,Al/St 240/40 2-bundle 220.0
ES331-220,way/145456411-220,220,983.112,0.042062,0.21101,1.1e-05,1402.06,Al/St 240/40 2-bundle 220.0
way/170954487-400,way/145461765-400,400,1787.476,2.122982,17.408451,0.0003068,70766.06,Al/St 240/40 4-bundle 380.0
relation/17678185-220,way/169995134-220,220,983.112,0.63283,3.1747,0.00016567,21094.35,Al/St 240/40 2-bundle 220.0
way/169999915-400,way/169867109-400,400,1787.476,1.692811,13.881052,0.00024463,56427.04,Al/St 240/40 4-bundle 380.0
way/190236352-400,way/169999915-400,400,1787.476,4.117685,33.76502,0.00059506,137256.18,Al/St 240/40 4-bundle 380.0
ES180-400,ES196-400,400,3574.953,0.947196,7.767011,0.00054753,63146.43,Al/St 240/40 4-bundle 380.0
ES180-400,ES144-400,400,3574.953,0.976724,8.009133,0.0005646,65114.9,Al/St 240/40 4-bundle 380.0
ES144-400,way/931574994-400,400,3574.953,0.04099,0.336117,2.37e-05,2732.66,Al/St 240/40 4-bundle 380.0
way/1267909080-220,way/1266081844-220,220,491.556,1.820219,9.131434,0.00011913,30336.99,Al/St 240/40 2-bundle 220.0
way/1266081844-400,ES126-400,400,3574.953,0.468354,3.840506,0.00027073,31223.63,Al/St 240/40 4-bundle 380.0
way/170138196-220,way/46172375-220,220,983.112,0.765543,3.840476,0.00020042,25518.11,Al/St 240/40 2-bundle 220.0
way/170138196-220,ES137-220,220,491.556,0.573577,2.877446,3.75e-05,9559.62,Al/St 240/40 2-bundle 220.0
way/1266081844-220,way/170138597-220,220,983.112,0.796102,3.993776,0.00020842,26536.72,Al/St 240/40 2-bundle 220.0
way/170138597-220,ES137-220,220,983.112,0.547947,2.748869,0.00014345,18264.91,Al/St 240/40 2-bundle 220.0
ES141-220,ES142-220,220,491.556,0.117659,0.590258,7.7e-06,1960.99,Al/St 240/40 2-bundle 220.0
way/158959475-220,ES138-220,220,491.556,0.185638,0.931282,1.22e-05,3093.96,Al/St 240/40 2-bundle 220.0
way/170139950-220,ES142-220,220,491.556,0.314364,1.577059,2.06e-05,5239.4,Al/St 240/40 2-bundle 220.0
way/1266061515-220,way/170140947-220,220,983.112,0.912212,4.576264,0.00023882,30407.07,Al/St 240/40 2-bundle 220.0
way/170142091-220,way/170140947-220,220,491.556,0.185024,0.928206,1.21e-05,3083.74,Al/St 240/40 2-bundle 220.0
way/170156685-220,way/170140947-220,220,983.112,0.344338,1.727427,9.02e-05,11477.92,Al/St 240/40 2-bundle 220.0
way/170140947-220,way/170156684-220,220,491.556,0.41553,2.084576,2.72e-05,6925.5,Al/St 240/40 2-bundle 220.0
way/170156685-220,way/60342307-220,220,983.112,0.515511,2.586147,0.00013496,17183.7,Al/St 240/40 2-bundle 220.0
way/60342307-220,ES154-220,220,1474.668,0.075012,0.376311,4.42e-05,3750.61,Al/St 240/40 2-bundle 220.0
way/1262644008-220,way/143207685-220,220,983.112,0.623766,3.129226,0.0001633,20792.2,Al/St 240/40 2-bundle 220.0
way/1262644008-220,ES157-220,220,491.556,0.104301,0.523243,6.83e-06,1738.35,Al/St 240/40 2-bundle 220.0
way/170162283-220,way/60342307-220,220,491.556,0.193012,0.968275,1.26e-05,3216.86,Al/St 240/40 2-bundle 220.0
way/143207685-220,ES140-220,220,983.112,0.098793,0.495613,2.59e-05,3293.11,Al/St 240/40 2-bundle 220.0
way/143207686-220,way/169867109-220,220,983.112,2.169865,10.885487,0.00056807,72328.82,Al/St 240/40 2-bundle 220.0
way/145823171-220,way/145821099-220,220,491.556,0.210265,1.05483,1.38e-05,3504.42,Al/St 240/40 2-bundle 220.0
ES160-220,way/169867109-220,220,983.112,1.263892,6.340523,0.00033089,42129.72,Al/St 240/40 2-bundle 220.0
way/170014037-400,ES180-400,400,3574.953,0.056135,0.460308,3.25e-05,3742.34,Al/St 240/40 4-bundle 380.0
ES154-220,ES160-220,220,491.556,0.699694,3.510133,4.58e-05,11661.57,Al/St 240/40 2-bundle 220.0
ES160-220,way/170267594-220,220,983.112,0.036485,0.183032,9.55e-06,1216.16,Al/St 240/40 2-bundle 220.0
ES154-220,way/1262644008-220,220,983.112,0.084577,0.424297,2.21e-05,2819.25,Al/St 240/40 2-bundle 220.0
way/677413570-400,ES222-400,400,3574.953,0.307005,2.51744,0.00017747,20466.99,Al/St 240/40 4-bundle 380.0
ES222-400,ES212-400,400,3574.953,0.253506,2.078752,0.00014654,16900.42,Al/St 240/40 4-bundle 380.0
ES212-400,way/226363063-400,400,3574.953,0.646902,5.304594,0.00037394,43126.78,Al/St 240/40 4-bundle 380.0
way/677413570-220,way/145333039-220,220,983.112,1.409686,7.071927,0.00036906,46989.55,Al/St 240/40 2-bundle 220.0
way/27936937-400,ES243-400,400,3574.953,0.664041,5.445139,0.00038385,44269.42,Al/St 240/40 4-bundle 380.0
ES247-220,way/28526748-220,220,983.112,1.917931,9.621622,0.00050211,63931.04,Al/St 240/40 2-bundle 220.0
way/170372283-220,ES247-220,220,983.112,0.238346,1.195701,6.24e-05,7944.86,Al/St 240/40 2-bundle 220.0
ES262-220,way/190907238-220,220,983.112,0.367465,1.84345,9.62e-05,12248.84,Al/St 240/40 2-bundle 220.0
ES269-220,ES285-220,220,491.556,2.559516,12.840239,0.00016752,42658.6,Al/St 240/40 2-bundle 220.0
way/222873301-220,way/991952490-220,220,491.556,3.473693,17.426362,0.00022735,57894.89,Al/St 240/40 2-bundle 220.0
ES342-220,way/170424447-220,220,983.112,0.206539,1.036137,5.41e-05,6884.63,Al/St 240/40 2-bundle 220.0
way/170424446-400,way/170424447-400,400,3574.953,1.818969,14.915547,0.00105146,121264.61,Al/St 240/40 4-bundle 380.0
way/164823726-220,way/151490968-220,220,983.112,0.231538,1.161548,6.06e-05,7717.93,Al/St 240/40 2-bundle 220.0
way/170433597-220,way/170433617-220,220,491.556,0.378537,1.898994,2.48e-05,6308.95,Al/St 240/40 2-bundle 220.0
way/170433606-220,ES358-220,220,983.112,0.06033,0.302656,1.58e-05,2011.0,Al/St 240/40 2-bundle 220.0
ES358-220,way/338683860-220,220,491.556,0.163607,0.820764,1.07e-05,2726.79,Al/St 240/40 2-bundle 220.0
ES358-220,way/338683860-220,220,491.556,0.164458,0.825029,1.08e-05,2740.96,Al/St 240/40 2-bundle 220.0
ES204-400,ES206-400,400,5362.429,0.040126,0.329032,5.22e-05,4012.59,Al/St 240/40 4-bundle 380.0
ES208-400,ES210-400,400,3574.953,0.093141,0.763756,5.38e-05,6209.4,Al/St 240/40 4-bundle 380.0
ES164-400,way/27668869-400,400,1787.476,4.115535,33.747385,0.00059475,137184.49,Al/St 240/40 4-bundle 380.0
way/144138420-400,way/283348372-400,400,1787.476,1.804029,14.79304,0.00026071,60134.31,Al/St 240/40 4-bundle 380.0
ES206-400,ES208-400,400,3574.953,0.318099,2.608412,0.00018388,21206.6,Al/St 240/40 4-bundle 380.0
ES204-400,ES203-400,400,3574.953,0.126083,1.033878,7.29e-05,8405.51,Al/St 240/40 4-bundle 380.0
ES228-400,way/677413570-400,400,3574.953,0.06765,0.554726,3.91e-05,4509.97,Al/St 240/40 4-bundle 380.0
way/170485452-220,way/181651949-220,220,491.556,1.079465,5.415315,7.07e-05,17991.08,Al/St 240/40 2-bundle 220.0
way/170485452-220,ES264-220,220,491.556,2.446433,12.272938,0.00016012,40773.88,Al/St 240/40 2-bundle 220.0
way/170485452-220,ES240-220,220,491.556,2.944738,14.772767,0.00019273,49078.96,Al/St 240/40 2-bundle 220.0
ES240-220,way/27936937-220,220,983.112,0.178826,0.897109,4.68e-05,5960.86,Al/St 240/40 2-bundle 220.0
way/27936937-400,ES228-400,400,3574.953,0.275933,2.262649,0.0001595,18395.52,Al/St 240/40 4-bundle 380.0
way/170485453-400,way/28308003-400,400,3574.953,0.046426,0.380695,2.68e-05,3095.08,Al/St 240/40 4-bundle 380.0
ES238-220,way/28526748-220,220,491.556,0.328524,1.648095,2.15e-05,5475.4,Al/St 240/40 2-bundle 220.0
way/194701798-220,way/74384031-220,220,491.556,0.82942,4.160925,5.43e-05,13823.67,Al/St 240/40 2-bundle 220.0
way/170511092-400,ES164-400,400,5362.429,0.029538,0.242208,3.84e-05,2953.76,Al/St 240/40 4-bundle 380.0
way/191095881-220,way/170519401-220,220,491.556,1.267841,6.360335,8.3e-05,21130.68,Al/St 240/40 2-bundle 220.0
ES253-220,way/170607800-220,220,983.112,0.101588,0.509634,2.66e-05,3386.27,Al/St 240/40 2-bundle 220.0
ES251-220,way/170671537-220,220,983.112,0.267192,1.340413,7e-05,8906.4,Al/St 240/40 2-bundle 220.0
ES316-220,ES310-220,220,983.112,1.087429,5.455268,0.00028469,36247.63,Al/St 240/40 2-bundle 220.0
way/170779407-220,way/222901014-220,220,491.556,1.739926,8.728627,0.00011388,28998.76,Al/St 240/40 2-bundle 220.0
way/222901014-220,ES309-220,220,491.556,1.408989,7.068428,9.22e-05,23483.15,Al/St 240/40 2-bundle 220.0
ES304-220,way/170779407-220,220,491.556,2.652734,13.307884,0.00017362,44212.24,Al/St 240/40 2-bundle 220.0
way/170779407-220,ES282-220,220,983.112,0.136767,0.686116,3.58e-05,4558.91,Al/St 240/40 2-bundle 220.0
ES365-220,way/215806463-220,220,983.112,0.054602,0.273919,1.43e-05,1820.06,Al/St 240/40 2-bundle 220.0
way/46106589-220,ES363-220,220,491.556,3.112663,15.615194,0.00020372,51877.72,Al/St 240/40 2-bundle 220.0
ES365-220,way/187830917-220,220,491.556,2.393497,12.007378,0.00015665,39891.62,Al/St 240/40 2-bundle 220.0
way/327268322-400,ES361-400,400,1787.476,1.048159,8.594903,0.00015147,34938.63,Al/St 240/40 4-bundle 380.0
way/170946426-400,ES360-400,400,1787.476,1.930913,15.833487,0.00027904,64363.77,Al/St 240/40 4-bundle 380.0
way/75902880-400,ES366-400,400,1787.476,0.035759,0.293227,5.17e-06,1191.98,Al/St 240/40 4-bundle 380.0
way/170954487-400,way/931793946-400,400,3574.953,0.621198,5.093821,0.00035909,41413.18,Al/St 240/40 4-bundle 380.0
way/170954487-400,way/145461765-400,400,3574.953,1.084729,8.894779,0.00062703,72315.28,Al/St 240/40 4-bundle 380.0
way/931793946-400,way/144487932-400,400,3574.953,2.146206,17.598886,0.00124062,143080.37,Al/St 240/40 4-bundle 380.0
way/513869641-220,ES359-220,220,491.556,0.953849,4.785144,6.24e-05,15897.49,Al/St 240/40 2-bundle 220.0
ES359-220,way/931793946-220,220,491.556,0.556626,2.792407,3.64e-05,9277.1,Al/St 240/40 2-bundle 220.0
ES366-400,way/170954487-400,400,1787.476,2.011918,16.497727,0.00029075,67063.93,Al/St 240/40 4-bundle 380.0
way/75902880-220,way/170968145-220,220,491.556,1.255544,6.298645,8.22e-05,20925.73,Al/St 240/40 2-bundle 220.0
way/170968145-400,ES366-400,400,3574.953,0.355089,2.911727,0.00020526,23672.58,Al/St 240/40 4-bundle 380.0
ES370-220,way/75902880-220,220,983.112,0.92869,4.658931,0.00024313,30956.35,Al/St 240/40 2-bundle 220.0
ES373-220,way/171106850-220,220,983.112,0.178783,0.896897,4.68e-05,5959.45,Al/St 240/40 2-bundle 220.0
way/170968145-220,ES369-220,220,983.112,0.292399,1.466868,7.66e-05,9746.63,Al/St 240/40 2-bundle 220.0
way/171071300-220,way/170946426-220,220,983.112,0.179236,0.899165,4.69e-05,5974.52,Al/St 240/40 2-bundle 220.0
way/170946426-220,way/647697389-220,220,983.112,0.59926,3.006289,0.00015689,19975.34,Al/St 240/40 2-bundle 220.0
way/782365013-220,way/170946426-220,220,983.112,0.469507,2.355363,0.00012292,15650.25,Al/St 240/40 2-bundle 220.0
ES376-220,way/171113534-220,220,983.112,0.369043,1.851367,9.66e-05,12301.44,Al/St 240/40 2-bundle 220.0
ES376-220,way/97286424-220,220,983.112,1.255085,6.296341,0.00032858,41836.15,Al/St 240/40 2-bundle 220.0
way/171106850-220,ES376-220,220,983.112,0.725744,3.640816,0.00019,24191.47,Al/St 240/40 2-bundle 220.0
way/97286424-220,ES371-220,220,491.556,3.938938,19.76034,0.0002578,65648.97,Al/St 240/40 2-bundle 220.0
ES373-220,ES371-220,220,491.556,0.240555,1.206784,1.57e-05,4009.25,Al/St 240/40 2-bundle 220.0
ES372-220,way/170968150-220,220,983.112,0.085836,0.430609,2.25e-05,2861.19,Al/St 240/40 2-bundle 220.0
way/171251565-400,ES321-400,400,1787.476,1.407964,11.545302,0.00020347,46932.12,Al/St 240/40 4-bundle 380.0
ES321-400,way/171256169-400,400,1787.476,0.630405,5.169323,9.11e-05,21013.51,Al/St 240/40 4-bundle 380.0
ES299-400,ES292-400,400,1787.476,0.501217,4.109976,7.24e-05,16707.22,Al/St 240/40 4-bundle 380.0
way/60351390-400,ES292-400,400,3574.953,0.120241,0.985973,6.95e-05,8016.04,Al/St 240/40 4-bundle 380.0
way/126987023-220,ES296-220,220,983.112,0.171079,0.858247,4.48e-05,5702.64,Al/St 240/40 2-bundle 220.0
way/171256169-400,ES299-400,400,1787.476,1.766763,14.487454,0.00025532,58892.09,Al/St 240/40 4-bundle 380.0
ES296-220,ES291-220,220,491.556,1.007651,5.055048,6.6e-05,16794.18,Al/St 240/40 2-bundle 220.0
way/126987023-400,ES299-400,400,3574.953,0.04843,0.397129,2.8e-05,3228.69,Al/St 240/40 4-bundle 380.0
way/126987023-220,ES306-220,220,491.556,0.698282,3.503047,4.57e-05,11638.03,Al/St 240/40 2-bundle 220.0
