GEM location ID,bus_id,bus_name
L100001078261,way/127886746-380,Milas
L100001078379,way/127886746-380,Milas
L100001078422,way/127886746-380,Milas
L100001078436,way/127886746-380,Milas
L100001078500,way/127886746-380,Milas
L100001078536,TR136-380,Antalya
L100001078834,way/127886746-380,Milas
L100001079993,way/127886746-380,Milas
L100001080072,TR136-380,Antalya
L100001078690,way/127886746-380,Milas
L100001078767,TR136-380,Antalya
L100001078768,TR136-380,Antalya
L100001078799,way/127886746-380,Milas
L100001078844,way/127886746-380,Milas
L100001078848,way/127886746-380,Milas
L100001078878,way/127886746-380,Milas
L100001078931,way/127886746-380,Milas
L100001078997,TR136-380,Antalya
L100001079310,way/127886746-380,Milas
L100001079030,way/127886746-380,Milas
L100001079065,way/127886746-380,Milas
L100001079146,way/127886746-380,Milas
L100001079167,way/127886746-380,Milas
L100001079327,way/127886746-380,Milas
L100001079385,way/127886746-380,Milas
L100001079509,way/127886746-380,Milas
L100001079565,way/127886746-380,Milas
L100001079593,way/127886746-380,Milas
L100001079972,way/127886746-380,Milas
L100001079649,way/127886746-380,Milas
L100001079737,way/127886746-380,Milas
L100001079818,way/127886746-380,Milas
