from_cluster_id,from_cluster_type,to_cluster_id,to_cluster_type,s_nom,num_lines,voltage,length,bus0,bus1,type,line_id,from_bus,to_bus,connection_type,length,water_distance_km,water_share,crosses_water,water_types
118,renewable,0,demand,13908.367984778086,4.0,625.0,229.91307880937472,sol118,dem0,Renewable cluster 118 to Demand cluster 0,,,,,229.91307880937472,0.0,0.0,False,[]
119,renewable,0,demand,8937.382167055408,4.0,500.0,625.8333955147494,sol119,dem0,Renewable cluster 119 to Demand cluster 0,,,,,625.8333955147494,0.0,0.0,False,[]
120,renewable,0,demand,4468.691083527704,2.0,500.0,739.7592819873084,sol120,dem0,Renewable cluster 120 to Demand cluster 0,,,,,739.7592819873084,0.0,0.0,False,[]
122,renewable,7,demand,205351.94374536606,27.0,750.0,81.10165855788676,sol122,dem7,Renewable cluster 122 to Demand cluster 7,,,,,81.10165855788676,0.0,0.0,False,[]
125,renewable,9,generation,2234.345541763852,1.0,500.0,329.32702943027397,sol125,gen9,Renewable cluster 125 to Generation cluster 9,,,,,329.32702943027397,0.0,0.0,False,[]
127,renewable,0,demand,108028.00886807089,27.0,574.074074074074,195.12865972708667,sol127,dem0,Renewable cluster 127 to Demand cluster 0,,,,,195.12865972708667,0.0,0.0,False,[]
127,renewable,2,generation,16645.00826073691,2.0,750.0,306.71318932583677,sol127,gen2,Renewable cluster 127 to Generation cluster 2,,,,,306.71318932583677,0.0,0.0,False,[]
127,renewable,8,generation,4468.691083527704,2.0,500.0,300.9088686440285,sol127,gen8,Renewable cluster 127 to Generation cluster 8,,,,,300.9088686440285,0.0,0.0,False,[]
127,renewable,9,demand,11674.022443014233,2.0,750.0,378.4219071648124,sol127,dem9,Renewable cluster 127 to Demand cluster 9,,,,,378.4219071648124,0.0,0.0,False,[]
128,renewable,9,demand,17874.764334110816,7.0,500.0,259.7895237914421,sol128,dem9,Renewable cluster 128 to Demand cluster 9,,,,,259.7895237914421,0.0,0.0,False,[]
131,renewable,7,demand,10807.997039229793,1.0,750.0,464.64511226819315,sol131,dem7,Renewable cluster 131 to Demand cluster 7,,,,,464.64511226819315,0.0,0.0,False,[]
131,renewable,9,demand,135099.9629903724,17.0,750.0,309.2117912280171,sol131,dem9,Renewable cluster 131 to Demand cluster 9,,,,,309.2117912280171,0.0,0.0,False,[]
131,renewable,9,generation,27019.99259807448,3.0,750.0,449.52710407435393,sol131,gen9,Renewable cluster 131 to Generation cluster 9,,,,,449.52710407435393,0.0,0.0,False,[]
132,renewable,7,demand,75655.97927460854,12.0,750.0,267.1681737030437,sol132,dem7,Renewable cluster 132 to Demand cluster 7,,,,,267.1681737030437,0.0,0.0,False,[]
134,renewable,9,demand,19814.661238587956,3.0,916.6666666666666,384.091767925792,sol134,dem9,Renewable cluster 134 to Demand cluster 9,,,,,384.091767925792,0.0,0.0,False,[]
135,renewable,9,demand,37983.874209985486,14.0,500.0,70.88907668645659,sol135,dem9,Renewable cluster 135 to Demand cluster 9,,,,,70.88907668645659,0.0,0.0,False,[]
138,renewable,7,generation,10807.997039229793,2.0,750.0,856.5707201666087,won2,gen7,Renewable cluster 138 to Generation cluster 7,,,,,856.5707201666087,0.0,0.0,False,[]
141,renewable,1,generation,2234.345541763852,1.0,500.0,974.1628344258778,won5,gen1,Renewable cluster 141 to Generation cluster 1,,,,,974.1628344258778,0.0,0.0,False,[]
155,renewable,7,demand,17874.764334110816,5.0,500.0,490.84592987695,won19,dem7,Renewable cluster 155 to Demand cluster 7,,,,,490.84592987695,0.0,0.0,False,[]
155,renewable,9,demand,4468.691083527704,2.0,500.0,721.2916426888187,won19,dem9,Renewable cluster 155 to Demand cluster 9,,,,,721.2916426888187,0.0,0.0,False,[]
155,renewable,9,generation,29046.492042930076,10.0,500.0,303.02412693734965,won19,gen9,Renewable cluster 155 to Generation cluster 9,,,,,303.02412693734965,0.0,0.0,False,[]
156,renewable,2,generation,4468.691083527704,2.0,500.0,388.5874023713482,won20,gen2,Renewable cluster 156 to Generation cluster 2,,,,,388.5874023713482,0.0,0.0,False,[]
156,renewable,9,generation,2234.345541763852,1.0,500.0,425.1620324614842,won20,gen9,Renewable cluster 156 to Generation cluster 9,,,,,425.1620324614842,0.0,0.0,False,[]
157,renewable,7,demand,32423.99111768938,5.0,750.0,396.15132638121537,won21,dem7,Renewable cluster 157 to Demand cluster 7,,,,,396.15132638121537,0.0,0.0,False,[]
159,renewable,7,demand,38551.98687486807,9.0,616.6666666666666,410.70341536630286,won23,dem7,Renewable cluster 159 to Demand cluster 7,,,,,410.70341536630286,0.0,0.0,False,[]
165,renewable,7,generation,21615.994078459586,4.0,750.0,357.7623584516542,won29,gen7,Renewable cluster 165 to Generation cluster 7,,,,,357.7623584516542,0.0,0.0,False,[]
169,renewable,7,demand,27019.99259807448,4.0,750.0,674.3214824608389,won33,dem7,Renewable cluster 169 to Demand cluster 7,,,,,674.3214824608389,0.0,0.0,False,[]
172,renewable,7,demand,16211.99555884469,3.0,750.0,1470.0597705365665,won36,dem7,Renewable cluster 172 to Demand cluster 7,,,,,1470.0597705365665,0.0,0.0,False,[]
173,renewable,1,generation,21615.994078459586,4.0,750.0,334.6530310426067,won37,gen1,Renewable cluster 173 to Generation cluster 1,,,,,334.6530310426067,0.0,0.0,False,[]
173,renewable,7,demand,24214.070289812906,8.0,562.5,1206.8475099450336,won37,dem7,Renewable cluster 173 to Demand cluster 7,,,,,1206.8475099450336,0.0,0.0,False,[]
174,renewable,1,generation,27019.99259807448,5.0,750.0,454.90450207438005,won38,gen1,Renewable cluster 174 to Generation cluster 1,,,,,454.90450207438005,0.0,0.0,False,[]
178,renewable,7,demand,2234.345541763852,1.0,500.0,1102.1869231172461,won42,dem7,Renewable cluster 178 to Demand cluster 7,,,,,1102.1869231172461,0.0,0.0,False,[]
180,renewable,1,demand,2234.345541763852,1.0,500.0,428.2036865610937,won44,dem1,Renewable cluster 180 to Demand cluster 1,,,,,428.2036865610937,0.0,0.0,False,[]
